autor_commit,hash,repositorio,linguagem_programacao
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,SQL
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,SQL
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,JavaScript
yuri,ffd3f762ce4a8de3b8962f33513e073c55d943b5,https://github.com/espocrm/espocrm,SQL
James Cole,15d4d185bbedf2bb9db4a8fa2ccf9fc359a06194,https://github.com/firefly-iii/firefly-iii,HTML
James Cole,427de0594d05a8222f55b2894311e648ba1be991,https://github.com/firefly-iii/firefly-iii,HTML
James Cole,3ad4e04e2ae50e60564b60b68dfac083e5684882,https://github.com/firefly-iii/firefly-iii,HTML
James Cole,2ddf48f15cbdbb475221c299872420f625c3bc3f,https://github.com/firefly-iii/firefly-iii,HTML
James Cole,692b256f3f6d9eab992a72eb042844220b314054,https://github.com/firefly-iii/firefly-iii,PHP
James Cole,e80d616ef4397e6e764f6b7b7a5b30121244933c,https://github.com/firefly-iii/firefly-iii,PHP
James Cole,8717f469b10e9f7e1547c6f70f7d24e1359d28d4,https://github.com/firefly-iii/firefly-iii,PHP
JediKev,33ed106b1602f559a660a69f931a9d873685d1ba,https://github.com/osTicket/osTicket,PHP
JediKev,99818486c5b1d8aa445cee232825418d6834f249,https://github.com/osTicket/osTicket,PHP
JediKev,99818486c5b1d8aa445cee232825418d6834f249,https://github.com/osTicket/osTicket,PHP
JediKev,99818486c5b1d8aa445cee232825418d6834f249,https://github.com/osTicket/osTicket,PHP
JediKev,99818486c5b1d8aa445cee232825418d6834f249,https://github.com/osTicket/osTicket,PHP
JediKev,c3ba5b78261e07a883ad8fac28c214486c854e12,https://github.com/osTicket/osTicket,PHP
Radoslav Gerganov,072684e8c58d17e853f8e8b9f6d9ce2e58d2b036,https://github.com/torvalds/linux,C
Felipe Balbi,c91815b596245fd7da349ecc43c8def670d2269e,https://github.com/torvalds/linux,C
David Lord,00bc43b1672e662e5e3b8cecd79e67fc968fa246,https://github.com/pallets/werkzeug,Markdown
David Lord,00bc43b1672e662e5e3b8cecd79e67fc968fa246,https://github.com/pallets/werkzeug,Python
Wen Huang,7caac62ed598a196d6ddf8d9c121e12e082cac3a,https://github.com/torvalds/linux,C
Wen Huang,7caac62ed598a196d6ddf8d9c121e12e082cac3a,https://github.com/torvalds/linux,C
Wen Huang,7caac62ed598a196d6ddf8d9c121e12e082cac3a,https://github.com/torvalds/linux,C
Wen Huang,7caac62ed598a196d6ddf8d9c121e12e082cac3a,https://github.com/torvalds/linux,C
Stefan Guilhen,9a7c1a91a59ab85e7f8889a505be04a71580777f,https://github.com/keycloak/keycloak,Java
Stefan Guilhen,9a7c1a91a59ab85e7f8889a505be04a71580777f,https://github.com/keycloak/keycloak,Java
Stefan Guilhen,9a7c1a91a59ab85e7f8889a505be04a71580777f,https://github.com/keycloak/keycloak,JavaScript
Stefan Guilhen,9a7c1a91a59ab85e7f8889a505be04a71580777f,https://github.com/keycloak/keycloak,JavaScript
Hans Zandbelt,5c15dfb08106c2451c2c44ce7ace6813c216ba75,https://github.com/zmartzone/mod_auth_openidc,C
Hans Zandbelt,5c15dfb08106c2451c2c44ce7ace6813c216ba75,https://github.com/zmartzone/mod_auth_openidc,Markdown
Hans Zandbelt,5c15dfb08106c2451c2c44ce7ace6813c216ba75,https://github.com/zmartzone/mod_auth_openidc,Markdown
Hans Zandbelt,5c15dfb08106c2451c2c44ce7ace6813c216ba75,https://github.com/zmartzone/mod_auth_openidc,Shell
Hans Zandbelt,ce37080c6aea30aabae8b4a9b4eea7808445cc8e,https://github.com/zmartzone/mod_auth_openidc,C
Hans Zandbelt,ce37080c6aea30aabae8b4a9b4eea7808445cc8e,https://github.com/zmartzone/mod_auth_openidc,Markdown
Hans Zandbelt,ce37080c6aea30aabae8b4a9b4eea7808445cc8e,https://github.com/zmartzone/mod_auth_openidc,Shell
Kurtis Rader,c7de8b641266bac7c77942239ac659edfee9ecd2,https://github.com/att/ast,C
Kurtis Rader,c7de8b641266bac7c77942239ac659edfee9ecd2,https://github.com/att/ast,Markdown
Kurtis Rader,c7de8b641266bac7c77942239ac659edfee9ecd2,https://github.com/att/ast,Shell
Pierre-Olivier Latour,02738433bf2e1b820ef48f04edd15df304081802,https://github.com/swisspol/GCDWebServer,Objective-C
Pierre-Olivier Latour,02738433bf2e1b820ef48f04edd15df304081802,https://github.com/swisspol/GCDWebServer,Objective-C
Matt Davis,0c4120fffa3dffe97b95c486a120eded82afe8a6,https://github.com/enferex/pdfresurrect,C
Matt Davis,0c4120fffa3dffe97b95c486a120eded82afe8a6,https://github.com/enferex/pdfresurrect,C
Matt Davis,0c4120fffa3dffe97b95c486a120eded82afe8a6,https://github.com/enferex/pdfresurrect,C
Cristy,614a257295bdcdeda347086761062ac7658b6830,https://github.com/ImageMagick/ImageMagick6,Objective-C
