autor_commit,hash,repositorio,linguagem_programacao
ikoniaris,e6587ec598902763110b70c8bd0a72f7951b4997,https://github.com/ikoniaris/kippo-graph,PHP
Martin Schwidefsky,3446c13b268af86391d06611327006b059b8bab1,https://github.com/torvalds/linux,C
Martin Schwidefsky,3446c13b268af86391d06611327006b059b8bab1,https://github.com/torvalds/linux,C
Dr. Stephen Henson,0ed26acce328ec16a3aa635f1ca37365e8c7403a,https://github.com/openssl/openssl,C
Takashi Iwai,0f886ca12765d20124bd06291c82951fd49a33be,https://github.com/torvalds/linux,C
Vladis Dronov,950336ba3e4a1ffd2ca60d29f6ef386dd2c7351d,https://github.com/torvalds/linux,C
Josh Boyer,9c6ba456711687b794dcf285856fc14e2c76074f,https://github.com/torvalds/linux,C
Vladis Dronov,162f98dea487206d9ab79fc12ed64700667a894d,https://github.com/torvalds/linux,C
Josh Boyer,4ec0ef3a82125efc36173062a50624550a900ae0,https://github.com/torvalds/linux,C
Jeff King,34fa79a6cde56d6d428ab0d3160cb094ebad3305,https://github.com/git/git,C
Jeff King,34fa79a6cde56d6d428ab0d3160cb094ebad3305,https://github.com/git/git,C
Jeff King,34fa79a6cde56d6d428ab0d3160cb094ebad3305,https://github.com/git/git,C++
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Jeff King,de1e67d0703894cb6ea782e36abb63976ab07e60,https://github.com/git/git,C
Simon Howard,6fcdb8f1f538b9d63e63a5fa199c5514a15d4564,https://github.com/fragglet/lhasa,C++
Daniel Borkmann,a1b14d27ed0965838350f1377ff97c93ee383492,https://github.com/torvalds/linux,C
Andrey Konovalov,07d86ca93db7e5cdf4743564d98292042ec21af7,https://github.com/torvalds/linux,C
Daniel-Constantin Mierla,f50c9c853e7809810099c970780c30b0765b0643,https://github.com/kamailio/kamailio,C
Mark Striemer,c5544d289233f501917e25970c03ed444abbd4f0,https://github.com/django/django,Markdown
Mark Striemer,c5544d289233f501917e25970c03ed444abbd4f0,https://github.com/django/django,Markdown
Mark Striemer,c5544d289233f501917e25970c03ed444abbd4f0,https://github.com/django/django,Python
Mark Striemer,c5544d289233f501917e25970c03ed444abbd4f0,https://github.com/django/django,Python
Florian Apolloner,67b46ba7016da2d259c1ecc7d666d11f5e1cfaab,https://github.com/django/django,Markdown
Florian Apolloner,67b46ba7016da2d259c1ecc7d666d11f5e1cfaab,https://github.com/django/django,Markdown
Florian Apolloner,67b46ba7016da2d259c1ecc7d666d11f5e1cfaab,https://github.com/django/django,Markdown
Florian Apolloner,67b46ba7016da2d259c1ecc7d666d11f5e1cfaab,https://github.com/django/django,Python
Florian Apolloner,67b46ba7016da2d259c1ecc7d666d11f5e1cfaab,https://github.com/django/django,Python
Eran Hammer,0833f99ba64558525995a7e21d4093da1f3e15fa,https://github.com/hueniverse/hawk,JavaScript
Eran Hammer,0833f99ba64558525995a7e21d4093da1f3e15fa,https://github.com/hueniverse/hawk,JavaScript
Eran Hammer,0833f99ba64558525995a7e21d4093da1f3e15fa,https://github.com/hueniverse/hawk,JavaScript
Eran Hammer,0833f99ba64558525995a7e21d4093da1f3e15fa,https://github.com/hueniverse/hawk,TypeScript
Eran Hammer,0833f99ba64558525995a7e21d4093da1f3e15fa,https://github.com/hueniverse/hawk,TypeScript
wiredfool,ae453aa18b66af54e7ff716f4ccb33adca60afd4,https://github.com/python-pillow/Pillow,C
wiredfool,ae453aa18b66af54e7ff716f4ccb33adca60afd4,https://github.com/python-pillow/Pillow,Python
Mathias Buus,eca4beb21e61877d76fdf6bea771f72f39544d9b,https://github.com/mafintosh/is-my-json-valid,JavaScript
Greg Gay,bfc6c80c6c217c5515172f3cc949e13dfa1a92ac,https://github.com/atutor/ATutor,PHP
Greg Gay,bfc6c80c6c217c5515172f3cc949e13dfa1a92ac,https://github.com/atutor/ATutor,PHP
Takashi Iwai,030e2c78d3a91dd0d27fef37e91950dde333eba1,https://github.com/torvalds/linux,C
Takashi Iwai,3567eb6af614dac436c4b16a8d426f9faed639b3,https://github.com/torvalds/linux,C
Takashi Iwai,ee8413b01045c74340aa13ad5bdf905de32be736,https://github.com/torvalds/linux,C
Takashi Iwai,af368027a49a751d6ff4ee9e3f9961f35bb4fede,https://github.com/torvalds/linux,C
Takashi Iwai,b5a663aa426f4884c71cd8580adae73f33570f0d,https://github.com/torvalds/linux,C
Takashi Iwai,b5a663aa426f4884c71cd8580adae73f33570f0d,https://github.com/torvalds/linux,C
Takashi Iwai,2ba1fe7a06d3624f9a7586d672b55f08f7c670f3,https://github.com/torvalds/linux,C
Hannes Frederic Sowa,415e3d3e90ce9e18727e8843ae343eda5a58fad6,https://github.com/torvalds/linux,C
Hannes Frederic Sowa,415e3d3e90ce9e18727e8843ae343eda5a58fad6,https://github.com/torvalds/linux,C
Hannes Frederic Sowa,415e3d3e90ce9e18727e8843ae343eda5a58fad6,https://github.com/torvalds/linux,C
Hannes Frederic Sowa,415e3d3e90ce9e18727e8843ae343eda5a58fad6,https://github.com/torvalds/linux,C
Hannes Frederic Sowa,415e3d3e90ce9e18727e8843ae343eda5a58fad6,https://github.com/torvalds/linux,C
Steven Seeley,945a9dca01def8536516088da30fe6a4b7e9fa85,https://github.com/atutor/ATutor,PHP
Michal Čihař,3a6a9a807d99371ee126635e1a505fc1fe0df32c,https://github.com/phpmyadmin/phpmyadmin,PHP
Michal Čihař,38fa1191049ac0c626a6684eea52068dfbbb5078,https://github.com/phpmyadmin/phpmyadmin,PHP
Madhura Jayaratne,41c4e0214c286f28830cca54423b5db57e7c0ce4,https://github.com/phpmyadmin/phpmyadmin,PHP
Michal Čihař,7877a9c0084bf8ae15cbd8d2729b126271f682cc,https://github.com/phpmyadmin/phpmyadmin,JavaScript
Madhura Jayaratne,ab1283e8366c97a155d4e9ae58628a248458ea32,https://github.com/phpmyadmin/phpmyadmin,PHP
Michal Čihař,c842a0de9288033d25404d1d6eb22dd83033675f,https://github.com/phpmyadmin/phpmyadmin,PHP
Madhura Jayaratne,37c34d089aa19f30d11203bb0c7f85b486424372,https://github.com/phpmyadmin/phpmyadmin,JavaScript
Madhura Jayaratne,746240bd13b62b5956fc34389cfbdc09e1e67775,https://github.com/phpmyadmin/phpmyadmin,PHP
Michal Čihař,983faa94f161df3623ecd371d3696a1b3f91c15f,https://github.com/phpmyadmin/phpmyadmin,PHP
Madhura Jayaratne,bcd4ce8cba1272fca52f2331c08f2e3ac19cbbef,https://github.com/phpmyadmin/phpmyadmin,JavaScript
Madhura Jayaratne,cc55f44a4a90147a007dee1aefa1cb529e23798b,https://github.com/phpmyadmin/phpmyadmin,PHP
Madhura Jayaratne,f33a42f1da9db943a67bda7d29f7dd91957a8e7e,https://github.com/phpmyadmin/phpmyadmin,JavaScript
Madhura Jayaratne,f33a42f1da9db943a67bda7d29f7dd91957a8e7e,https://github.com/phpmyadmin/phpmyadmin,JavaScript
Michal Čihař,e42b7e3aedd29dd0f7a48575f20bfc5aca0ff976,https://github.com/phpmyadmin/phpmyadmin,PHP
Michal Čihař,e42b7e3aedd29dd0f7a48575f20bfc5aca0ff976,https://github.com/phpmyadmin/phpmyadmin,PHP
Johan Hovold,cac9b50b0d75a1d50d6c056ff65c005f3224c8e0,https://github.com/torvalds/linux,C
Willy Tarreau,759c01142a5d0f364a462346168a56de28a80f52,https://github.com/torvalds/linux,C
Willy Tarreau,759c01142a5d0f364a462346168a56de28a80f52,https://github.com/torvalds/linux,C
Willy Tarreau,759c01142a5d0f364a462346168a56de28a80f52,https://github.com/torvalds/linux,C
