autor_commit,hash,repositorio,linguagem_programacao
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,JavaScript
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,JavaScript
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,JavaScript
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,JavaScript
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,JavaScript
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,JavaScript
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,Python
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,Shell
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,Shell
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,Shell
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,TypeScript
Laurent Cozic,3db47b575b9cb0a765da3d283baa2c065df0d0bc,https://github.com/laurent22/joplin,TypeScript
Frank Denis,8d0d42542e2cb7a56d645fbe4d0ef436e38bcefa,https://github.com/jedisct1/pure-ftpd,C
Frank Denis,bf6fcd4935e95128cf22af5924cdc8fe5c0579da,https://github.com/jedisct1/pure-ftpd,C
Peter Širka,2a26c4c6a61d3fda4527a761716ef7e1c5f7c970,https://github.com/totaljs/cms,CSS
Peter Širka,2a26c4c6a61d3fda4527a761716ef7e1c5f7c970,https://github.com/totaljs/cms,JavaScript
Linus Torvalds,2e90ca68b0d2f5548804f22f0dd61145516171e3,https://github.com/torvalds/linux,C
zhangzhenwu,dcea55cf9775a0166805b3db845b237ecd5e74ea,https://github.com/ambiot/amb1_arduino,Jupyter Notebook
Stephen Stack,20f4e3d87e84663d922b937842fddd9af1b68dd9,https://github.com/rconfig/rconfig,PHP
zhaozg,a6dc186dd4b6b9e329a93cca3e7e3cfccfdf3cca,https://github.com/zhaozg/lua-openssl,C
zhaozg,a6dc186dd4b6b9e329a93cca3e7e3cfccfdf3cca,https://github.com/zhaozg/lua-openssl,C
zhaozg,a6dc186dd4b6b9e329a93cca3e7e3cfccfdf3cca,https://github.com/zhaozg/lua-openssl,C
Andrew Welch,65ab659cb6c914c7ad671af1e417c0da2431f79b,https://github.com/nystudio107/craft-seomatic,Markdown
Andrew Welch,a1c2cad7e126132d2442ec8ec8e9ab43df02cc0f,https://github.com/nystudio107/craft-seomatic,Markdown
Sébastien Helleu,40ccacb4330a64802b1f1e28ed9a6b6d3ca9197f,https://github.com/weechat/weechat,C
Sébastien Helleu,40ccacb4330a64802b1f1e28ed9a6b6d3ca9197f,https://github.com/weechat/weechat,C
Sébastien Helleu,40ccacb4330a64802b1f1e28ed9a6b6d3ca9197f,https://github.com/weechat/weechat,C
Sébastien Helleu,40ccacb4330a64802b1f1e28ed9a6b6d3ca9197f,https://github.com/weechat/weechat,Markdown
dan,d1d43efa4fb0f2098c0e2c5bf2e807c58d5ec05b,https://github.com/sqlite/sqlite,C
dan,d1d43efa4fb0f2098c0e2c5bf2e807c58d5ec05b,https://github.com/sqlite/sqlite,Jupyter Notebook
dan,d1d43efa4fb0f2098c0e2c5bf2e807c58d5ec05b,https://github.com/sqlite/sqlite,SQL
dan,d1d43efa4fb0f2098c0e2c5bf2e807c58d5ec05b,https://github.com/sqlite/sqlite,SQL
Cristy,553054c1cb1e4e05ec86237afef76a32cd7c464d,https://github.com/ImageMagick/ImageMagick6,C
ruc_zhangxiaohui,5af1dffa4b6ab984b5f13d1e91c95760d75f12a6,https://github.com/ImageMagick/ImageMagick,Objective-C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,Batchfile
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,Batchfile
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,Batchfile
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,Batchfile
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,Batchfile
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,Batchfile
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,Batchfile
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,Batchfile
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,Batchfile
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,Batchfile
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
Michał Trojnara,ebad9ddc4efb2635f37174c9d800d06206f1edf9,https://github.com/mtrojnar/stunnel,C
