autor_commit,hash,repositorio,linguagem_programacao
Laurent Destailleur,b9b45fb50618aa8053961f50bc8604b188d0ea79,https://github.com/dolibarr/dolibarr,PHP
Laurent Destailleur,b9b45fb50618aa8053961f50bc8604b188d0ea79,https://github.com/dolibarr/dolibarr,PHP
Remigijus Kiminas,f59ffb02984c0ce2fbb19ac39365066507de9370,https://github.com/livehelperchat/livehelperchat,PHP
Remigijus Kiminas,6ad1349dc5e7503b00c5017499a0a895d7654a61,https://github.com/livehelperchat/livehelperchat,PHP
Remigijus Kiminas,6ad1349dc5e7503b00c5017499a0a895d7654a61,https://github.com/livehelperchat/livehelperchat,PHP
Jimmy Wärting,36e47e8a6406185921e4985dcbeff140d73eaa10,https://github.com/node-fetch/node-fetch,JavaScript
Jimmy Wärting,36e47e8a6406185921e4985dcbeff140d73eaa10,https://github.com/node-fetch/node-fetch,Markdown
Michael Larabel,5755b3bf979cd04caa6feee07e403a5be5ac320e,https://github.com/phoronix-test-suite/phoronix-test-suite,PHP
Michael Larabel,5755b3bf979cd04caa6feee07e403a5be5ac320e,https://github.com/phoronix-test-suite/phoronix-test-suite,PHP
Michael Larabel,5755b3bf979cd04caa6feee07e403a5be5ac320e,https://github.com/phoronix-test-suite/phoronix-test-suite,PHP
Michael Larabel,5755b3bf979cd04caa6feee07e403a5be5ac320e,https://github.com/phoronix-test-suite/phoronix-test-suite,PHP
Michael Larabel,5755b3bf979cd04caa6feee07e403a5be5ac320e,https://github.com/phoronix-test-suite/phoronix-test-suite,PHP
Michael Larabel,5755b3bf979cd04caa6feee07e403a5be5ac320e,https://github.com/phoronix-test-suite/phoronix-test-suite,PHP
Michael Larabel,5755b3bf979cd04caa6feee07e403a5be5ac320e,https://github.com/phoronix-test-suite/phoronix-test-suite,PHP
"Yukihiro ""Matz"" Matsumoto",31fa3304049fc406a201a72293cce140f0557dca,https://github.com/mruby/mruby,C
Sébastien Ros,218f25ddfadb66a54de7a82dffe3ab2e4ab7c4b4,https://github.com/orchardcms/orchardcore,C#
Sébastien Ros,218f25ddfadb66a54de7a82dffe3ab2e4ab7c4b4,https://github.com/orchardcms/orchardcore,C#
Sébastien Ros,218f25ddfadb66a54de7a82dffe3ab2e4ab7c4b4,https://github.com/orchardcms/orchardcore,C#
Sébastien Ros,218f25ddfadb66a54de7a82dffe3ab2e4ab7c4b4,https://github.com/orchardcms/orchardcore,C#
